transaction_id,tag_id
fe15df5c-78cb-48d0-a21a-e73cbf5c7a2a,6b81684a-61db-4d8a-8128-ee28f8ae9f51
e9a0b70f-542f-4625-a1cb-902dff503236,346c7b75-9e3e-4e94-8a39-7fee541eefcf
4667cdbe-0159-4a9e-a361-ff6b2ad3aad2,e3969aed-fa19-4481-8fda-1e177e45cd86
337c9876-b62d-411a-afac-f88d959efa7b,a66f31ec-ec43-4bf4-8eba-cc66c84570c9
1de4172b-737b-4b8a-906b-8f3413258c29,7d1d3a31-e517-4861-9d95-fc521feb099b
403f9112-9579-4eac-b78e-da6cc2dcfa03,346c7b75-9e3e-4e94-8a39-7fee541eefcf
28acea7e-22bb-4f56-adb9-0632904014ab,6b81684a-61db-4d8a-8128-ee28f8ae9f51
9dadd501-c5f7-4879-9512-53038ed938e8,29c72ba1-08f0-4fed-bc98-4a51e5d587ea
311cebb5-8892-469e-9169-e88e165c34c3,0122d7a6-6677-47a8-af05-54e2ae5aed45
9aef7cf5-6d7d-4e71-b8df-810d2a723826,1ed10a8f-b0ba-4ed8-b255-9fdfc977750f
087c9ea7-919a-4435-b512-4ec7129a7bdf,e3969aed-fa19-4481-8fda-1e177e45cd86
fa3cd150-930c-429b-9796-b65125a5beb9,5a8ea73b-e1fb-43d6-8c67-7735ef7b9e00
d4f19a1e-1fa6-4b55-9b10-423e6fb154e8,d233ad77-b4b1-42de-8cf7-3e2161f167d5
9ef93fe7-5cd4-4e1f-9dca-b6db809f65ee,6b81684a-61db-4d8a-8128-ee28f8ae9f51
58bad7b7-ff1e-45f5-8f54-97dba8d54e25,346c7b75-9e3e-4e94-8a39-7fee541eefcf
feabc125-33d8-4ccf-925b-b966e1a840f5,bbd2ddea-272d-4436-bc3b-4c061b87f9c3
4c8d1975-9a0d-4dd6-a549-de8b8f75b20e,beca9c5a-f63d-41d6-bba2-24d45ad757d5
03520b06-d37e-4a4a-880b-4d8e8aac5a06,55812019-4689-481c-a340-a884b49c5163
e111f7e9-a5b2-4424-9142-73b6eb0983c9,a66f31ec-ec43-4bf4-8eba-cc66c84570c9
66339278-1197-4fbc-8602-5275a75329f7,5a8ea73b-e1fb-43d6-8c67-7735ef7b9e00
7411cdd1-79d3-4e87-b8a4-49c2769969a0,e3969aed-fa19-4481-8fda-1e177e45cd86
d199482e-64d1-4aa8-acea-f9ea4e799a9b,c83068d5-3258-42da-93e9-19eb9049935a
a866986d-cd31-4bae-a284-e9d6620f8db4,4cfb9f9b-0007-4720-9658-fbd680df7331
50f104e5-5782-49cb-8472-7bc7043772c1,dc70fbb5-7724-45e5-9be3-df4f19175b62
54a59369-3a7a-4c9e-a99c-14d69c2ff5d8,2ee728ea-7c31-471c-b195-27c95e9c1948
a5a4f71e-e743-4329-a794-e928122bba1f,afcd586c-ca44-4226-9c13-2db96cb48bcb
8b3b77f4-906b-4b7f-8498-9cac7f612d11,6b81684a-61db-4d8a-8128-ee28f8ae9f51
883d0a50-e305-44c3-92af-77bcd8f33fea,346c7b75-9e3e-4e94-8a39-7fee541eefcf
b69a718b-9de2-4836-923d-d7e4af0355d7,e3969aed-fa19-4481-8fda-1e177e45cd86
1ea78788-c9ff-4c3b-b35a-93934e9309ba,5a8ea73b-e1fb-43d6-8c67-7735ef7b9e00
ec970025-a7e7-4217-a9dd-1fa316df2e65,0a860cdb-f3d6-4233-a94e-fbd00c6869f4
a73d71f9-f4f8-49f6-bf4c-1f01e1424b75,7d1d3a31-e517-4861-9d95-fc521feb099b
cd99ad3b-af93-41c0-b5c4-ef2c875f586f,b8e17944-0e66-4d4e-9a69-ca265d151d80
117c1bf9-8816-4cfb-b019-583a56cb3465,f2342449-73ec-4b5d-b723-5a211789ef3b
d44583db-e112-42b0-a8dc-feedb6d05ed1,97a65b7c-e006-4418-b336-f4b3fa7c73ad
96ee7a78-25a3-4d68-8fad-eb429fc01450,e53633b6-649a-4bf8-b1f6-2472c5980e48
2199e458-9625-461f-b2af-dab2d49442b8,29c72ba1-08f0-4fed-bc98-4a51e5d587ea
34cbc6fe-aa73-41ad-92a5-dcda3c76b2b7,269ebd53-f2ec-4184-bcee-028ad2294509
bba7d369-b0a7-4491-be70-6517fbf98898,346c7b75-9e3e-4e94-8a39-7fee541eefcf
bed40df9-b7bd-479c-9cc6-1a380249c023,6b81684a-61db-4d8a-8128-ee28f8ae9f51
0f13c9e2-e5ec-4ebd-a3d5-71debd21be8e,f5b6da6a-6cf6-4c2e-8837-bb7ae09ab0fd
9eac0338-b0c6-4f40-8695-72a2d046cb68,cbb30ed3-baa6-4b55-b2b6-19786d48cbb2
32842077-1484-4ca6-abe2-b0a402e083a9,e3969aed-fa19-4481-8fda-1e177e45cd86
0c0940a7-246c-4afb-bd82-87eeaa18efeb,9ac67b09-870a-4e4a-aa6a-968473d9f28a
0641a70f-297a-4f3d-8ff1-7a009aa06b26,d233ad77-b4b1-42de-8cf7-3e2161f167d5
df3965fc-23a6-4d67-8385-5055570ca18f,5a8ea73b-e1fb-43d6-8c67-7735ef7b9e00
4a742088-5676-432e-88d9-ffb007411d5d,346c7b75-9e3e-4e94-8a39-7fee541eefcf
e59f64ff-c3c7-4b59-8004-42dc7873b611,6b81684a-61db-4d8a-8128-ee28f8ae9f51
d1660523-beea-4087-bf8e-6a432a9d4e9c,29c72ba1-08f0-4fed-bc98-4a51e5d587ea
1d2a2ae6-8051-4859-8144-37f71a3016f0,e3969aed-fa19-4481-8fda-1e177e45cd86
97f1e90f-e20f-444b-b549-26b374917cba,d233ad77-b4b1-42de-8cf7-3e2161f167d5
d77d56f0-e6a8-470f-875b-ddf288a9e86e,f5b6da6a-6cf6-4c2e-8837-bb7ae09ab0fd
8e96ce3a-c3ee-435a-9b60-9ebaffc60d01,346c7b75-9e3e-4e94-8a39-7fee541eefcf
e472693f-458b-4240-a0bd-0745b3d63afc,6b81684a-61db-4d8a-8128-ee28f8ae9f51
ecad7e19-4450-4a0f-9e21-0e67e4f7f951,7d1d3a31-e517-4861-9d95-fc521feb099b
738b91cd-38e4-4ca9-8ea5-b79f221fbd7d,346c7b75-9e3e-4e94-8a39-7fee541eefcf
56364d62-f7d3-4323-85c2-49f2a45581cd,5a8ea73b-e1fb-43d6-8c67-7735ef7b9e00
9c0f26e8-2a5b-4257-848e-88a916a2162d,222ae313-e055-4901-9994-718c9cca5e47
caa8fc6c-a721-4977-ab2e-d865d34b92be,fddc0281-3e66-494b-a24f-6152eb60a78b
c875acaa-55b9-43f2-9336-6b26a8bc2c68,0122d7a6-6677-47a8-af05-54e2ae5aed45
085cd933-ec29-4a3d-ac1a-c1fc3ea7dc52,e3969aed-fa19-4481-8fda-1e177e45cd86
df2cf0e2-160d-42e9-93ed-5c3ba27aa35d,0122d7a6-6677-47a8-af05-54e2ae5aed45
61fe8267-b3cb-43cf-9d26-39af821a7127,e3969aed-fa19-4481-8fda-1e177e45cd86
45d82ef2-6173-4046-b9e2-88a8849df584,d233ad77-b4b1-42de-8cf7-3e2161f167d5
760a1e6d-befa-4b37-b5af-70bcb4c9d55b,7c7e25aa-9ee7-419b-a048-9cbd8f2b2e84
60d57313-7dbd-4266-9e69-c77963f2653a,c83068d5-3258-42da-93e9-19eb9049935a
6c3cd248-f7c5-47f0-9762-0abf2c9be489,5a8ea73b-e1fb-43d6-8c67-7735ef7b9e00
fcac3121-cc53-4fd5-a316-166bd539d41c,6b81684a-61db-4d8a-8128-ee28f8ae9f51
3e6e740c-e343-45d5-be96-3454e1116894,4cfb9f9b-0007-4720-9658-fbd680df7331
8c5dfe59-9f14-476c-a41f-deb44757935a,deb21e7c-b591-47ff-9936-c5d5590405de
8c9c042c-32a6-4e76-bdf9-a7ee46e20585,1dcbe79e-543b-44fd-99b8-f5c3152cd788
009c2a5d-f083-4b27-becd-18758b19b03a,afcd586c-ca44-4226-9c13-2db96cb48bcb
2dc5a6b1-64ff-4eef-91d5-ed02811f227a,5bc3ef36-5e4a-4ced-8973-ad439d67ae3d
e972582e-0ca0-40be-bd68-8fc3b8978cbc,6b81684a-61db-4d8a-8128-ee28f8ae9f51
634b1a63-8557-4739-84d9-a9594a62f508,e3969aed-fa19-4481-8fda-1e177e45cd86
130edb39-36da-4922-b90c-35fa42baf77c,dc70fbb5-7724-45e5-9be3-df4f19175b62
3f06a563-476e-48da-8e55-d4cd8d0da468,6c655e2d-bfee-4842-b64c-fa15a1e36a36
82f3b767-0d42-4f9c-9bbb-bf3c6e016491,346c7b75-9e3e-4e94-8a39-7fee541eefcf
484478ee-75a1-4faf-8075-08dfbb814cf6,29c72ba1-08f0-4fed-bc98-4a51e5d587ea
13dbc000-c3b2-434c-9d23-d9f9af5f7893,e3969aed-fa19-4481-8fda-1e177e45cd86
5d90d1a5-115b-4006-88d2-7bd65a3f48d3,f5b6da6a-6cf6-4c2e-8837-bb7ae09ab0fd
85266455-964f-4cee-9931-abfb7e040f2c,0a860cdb-f3d6-4233-a94e-fbd00c6869f4
aef34b2b-8866-48c3-a669-87e3015d38ad,8344b248-7a94-4e98-b216-63d82cad2703
9537e8c3-ec68-426e-a0a7-10cb387b84ea,29c72ba1-08f0-4fed-bc98-4a51e5d587ea
d794ab02-56d7-4795-9c8f-3d733666985a,e53633b6-649a-4bf8-b1f6-2472c5980e48
bb8e7e7d-cbd4-40f9-8b65-6a5a1757230c,97a65b7c-e006-4418-b336-f4b3fa7c73ad
ebcba1d7-1752-4f12-84d3-0f657730d524,d233ad77-b4b1-42de-8cf7-3e2161f167d5
dde68998-112a-4a4a-b3df-2e40fbb5f3e1,346c7b75-9e3e-4e94-8a39-7fee541eefcf
7b40ad0d-27e9-469a-a48f-41bf41113bdb,6b81684a-61db-4d8a-8128-ee28f8ae9f51
561cdbb4-caca-452f-9728-f2dd0530db85,f2342449-73ec-4b5d-b723-5a211789ef3b
0c276619-5c40-43e6-bdf3-8f8b9608d174,a66f31ec-ec43-4bf4-8eba-cc66c84570c9
84b2bee0-6b4e-46ea-848b-bac9ff3ffae5,dc70fbb5-7724-45e5-9be3-df4f19175b62
033cb6a6-8fcf-48fc-9283-b77718110178,269ebd53-f2ec-4184-bcee-028ad2294509
af8f7850-dd23-457d-a289-9cdec8e6322d,5a8ea73b-e1fb-43d6-8c67-7735ef7b9e00
97ee737e-fdaf-4c68-9b44-72116df0546c,1ed10a8f-b0ba-4ed8-b255-9fdfc977750f
0d401b56-01f3-4230-8943-8f24cd4b5e21,300a2e79-1505-48ae-a2fa-1e0323bc1994
5978f00e-ae3b-4a43-909b-b9d1f296271a,0122d7a6-6677-47a8-af05-54e2ae5aed45
13147789-524e-4f38-873d-38b683822d8e,7d1d3a31-e517-4861-9d95-fc521feb099b
ac57e852-94f6-48e5-91e2-1fb8ec128ef0,9ac67b09-870a-4e4a-aa6a-968473d9f28a
ea01ccec-8007-40e2-8842-a23050b438be,9ac67b09-870a-4e4a-aa6a-968473d9f28a
160e09a1-9e3c-471b-9a23-76abdf290afb,25aeef23-6b97-4e5a-a5e1-82f2365a3142
aaa391b8-f08c-450e-a6f2-52bcc43fe2a6,6b81684a-61db-4d8a-8128-ee28f8ae9f51
d93d41d3-f1b8-40ca-8233-b40cf4d98ca3,346c7b75-9e3e-4e94-8a39-7fee541eefcf
2508d43d-ac8d-4447-a311-63ef7bb2d36e,e3969aed-fa19-4481-8fda-1e177e45cd86
05a09431-d8be-4945-848e-7515cb7b5218,bbd2ddea-272d-4436-bc3b-4c061b87f9c3
fab438e5-9acb-4cb0-b42e-a359b4ed92de,beca9c5a-f63d-41d6-bba2-24d45ad757d5
762fdb3c-aef7-4f0f-879e-f61cfe67da25,4cfb9f9b-0007-4720-9658-fbd680df7331
47f0d9b3-bb77-4561-8ca2-276d26de4e33,29c72ba1-08f0-4fed-bc98-4a51e5d587ea
0a907f5a-6c7c-4930-85a6-d60672737953,f5b6da6a-6cf6-4c2e-8837-bb7ae09ab0fd
cm8u2mkes0003pyxn2bqek2hx,29c72ba1-08f0-4fed-bc98-4a51e5d587ea
cm8wsw9gc000dpyxn81wc7hvf,29c72ba1-08f0-4fed-bc98-4a51e5d587ea
cm8wsybgl000fpyxn7vqwom80,fddc0281-3e66-494b-a24f-6152eb60a78b
